loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
513,2, Graduate, No,5800000,13300000,4,878,8400000,5400000,18600000,4500000, Approved
514,3, Graduate, Yes,2400000,4800000,12,895,6800000,300000,7300000,3300000, Approved
515,4, Not Graduate, No,7600000,29700000,6,603,3200000,2900000,27800000,11000000, Approved
516,2, Not Graduate, Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000, Rejected
517,0, Graduate, Yes,1000000,3800000,8,553,2500000,1000000,2100000,1300000, Approved
518,5, Not Graduate, No,6500000,21600000,10,419,1600000,10900000,22300000,6600000, Rejected
519,0, Graduate, Yes,3800000,11200000,20,479,1100000,6400000,12000000,5400000, Rejected
520,0, Graduate, No,4300000,16900000,18,469,200000,5800000,12000000,6200000, Rejected
521,2, Not Graduate, Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000, Rejected
522,0, Graduate, No,6800000,20800000,20,819,16500000,11900000,26700000,8000000, Approved
523,2, Graduate, Yes,4200000,16800000,2,433,3300000,0,14100000,3700000, Approved
524,1, Not Graduate, Yes,200000,400000,6,768,300000,100000,600000,0, Approved
525,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000, Approved
526,2, Not Graduate, Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000, Rejected
527,1, Graduate, No,2700000,10000000,2,584,6500000,2700000,7700000,3400000, Approved
528,4, Not Graduate, No,8800000,19100000,6,586,17600000,8800000,20600000,12400000, Approved
529,1, Graduate, No,5900000,13000000,2,386,16300000,5000000,12000000,3800000, Rejected
530,2, Graduate, No,3300000,8300000,6,653,4700000,3100000,8300000,4600000, Approved
531,4, Graduate, Yes,300000,500000,14,448,700000,100000,800000,100000, Rejected
532,1, Not Graduate, Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000, Approved
533,4, Not Graduate, No,8900000,21100000,6,631,4200000,200000,25800000,6200000, Approved
534,4, Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000, Approved
535,3, Graduate, No,5100000,11000000,6,336,-100000,5800000,11600000,7500000, Rejected
536,3, Graduate, No,5100000,13300000,4,589,11200000,2700000,20200000,6100000, Approved
537,2, Graduate, Yes,3800000,14400000,2,301,2300000,1400000,7600000,2400000, Rejected
538,2, Not Graduate, Yes,5300000,21200000,14,516,2200000,5000000,20900000,7700000, Rejected
539,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000, Rejected
540,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000, Approved
541,3, Graduate, Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000, Approved
542,1, Graduate, No,6700000,18700000,8,583,9300000,4100000,17100000,6900000, Approved
543,2, Not Graduate, No,4000000,9400000,8,874,4400000,3700000,10200000,4800000, Approved
544,1, Graduate, Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000, Rejected
545,4, Not Graduate, Yes,8000000,19200000,18,682,2500000,8900000,19000000,5300000, Approved
546,3, Graduate, Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000, Approved
547,4, Graduate, No,8100000,19000000,6,375,4100000,14500000,19100000,11900000, Rejected
548,1, Graduate, No,1600000,6300000,2,721,3000000,600000,5200000,900000, Approved
549,4, Graduate, No,4600000,9400000,18,545,800000,2400000,11500000,6300000, Rejected
550,1, Not Graduate, No,2900000,8900000,6,523,900000,5600000,9700000,1800000, Rejected
551,4, Not Graduate, No,3800000,14900000,20,428,6500000,3500000,12200000,2500000, Rejected
552,0, Not Graduate, No,9100000,18300000,14,458,6100000,9200000,34100000,10000000, Rejected
553,4, Not Graduate, No,7200000,27400000,8,735,14100000,14200000,19400000,9500000, Approved
554,1, Not Graduate, No,2400000,5600000,16,379,3700000,600000,7200000,3400000, Rejected
555,1, Graduate, Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000, Approved
556,4, Not Graduate, No,2300000,6000000,8,676,6000000,400000,4800000,2200000, Approved
557,0, Not Graduate, No,9900000,27000000,16,566,3500000,17300000,36900000,11500000, Approved
558,2, Not Graduate, No,3500000,14000000,2,355,8700000,1600000,11800000,2900000, Approved
559,2, Graduate, No,4800000,18500000,20,605,5700000,5500000,14700000,5800000, Approved
560,2, Not Graduate, No,1600000,5200000,16,525,300000,2900000,5600000,1600000, Rejected
561,5, Graduate, Yes,800000,2500000,12,403,500000,0,3200000,800000, Rejected
562,1, Graduate, No,8300000,28900000,12,529,18300000,3900000,32500000,5800000, Rejected
563,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000, Approved
564,1, Not Graduate, No,8400000,24600000,14,817,1800000,13100000,31300000,8200000, Approved
565,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000, Approved
566,5, Not Graduate, Yes,900000,1800000,14,464,2300000,300000,1800000,700000, Rejected
567,4, Not Graduate, Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000, Rejected
568,1, Graduate, No,7200000,21000000,14,421,3500000,11600000,21800000,4600000, Rejected
569,3, Not Graduate, Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000, Approved
570,0, Graduate, No,600000,2300000,8,627,1800000,500000,2200000,300000, Approved
571,3, Not Graduate, No,1300000,3600000,16,624,2400000,2300000,3300000,1900000, Approved
572,2, Not Graduate, No,7700000,27300000,16,758,7300000,4600000,24800000,9100000, Approved
573,5, Graduate, No,8100000,21900000,18,378,5200000,3400000,16200000,9600000, Rejected
574,1, Not Graduate, Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000, Approved
575,1, Not Graduate, Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000, Rejected
576,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000, Approved
577,2, Graduate, No,8900000,28500000,6,367,22200000,16600000,21500000,9300000, Rejected
578,3, Graduate, Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000, Rejected
579,1, Graduate, No,7900000,27100000,10,803,20000000,9800000,22200000,6600000, Approved
580,4, Graduate, No,3500000,8900000,20,809,7100000,1500000,13700000,3200000, Approved
581,4, Not Graduate, No,2400000,6600000,2,722,6100000,3300000,5600000,3000000, Approved
582,0, Graduate, No,3900000,14500000,8,545,5900000,3000000,10300000,3400000, Rejected
583,2, Not Graduate, Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000, Approved
584,4, Graduate, No,7100000,19800000,18,530,7100000,3400000,20900000,7100000, Rejected
585,2, Not Graduate, No,8800000,19000000,14,637,13700000,13900000,27100000,6100000, Approved
586,2, Not Graduate, No,4400000,12000000,20,421,9300000,2700000,15700000,3400000, Rejected
587,3, Not Graduate, No,6900000,26000000,14,828,14800000,4200000,18500000,3600000, Approved
588,4, Graduate, No,9600000,27500000,20,679,23400000,7500000,37800000,6300000, Approved
589,2, Graduate, Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000, Rejected
590,3, Graduate, Yes,9300000,26100000,14,636,4700000,16100000,34500000,11600000, Approved
591,2, Not Graduate, Yes,2100000,5600000,16,426,400000,300000,7100000,1200000, Rejected
592,3, Not Graduate, Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000, Approved
593,3, Not Graduate, No,2200000,6400000,20,667,6300000,3900000,8300000,2900000, Approved
594,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000, Approved
595,0, Not Graduate, Yes,300000,800000,4,603,800000,200000,600000,200000, Approved
596,3, Graduate, No,3900000,14900000,4,728,4700000,4000000,14900000,5500000, Approved
597,0, Not Graduate, No,6600000,20300000,6,549,10800000,900000,23100000,9800000, Rejected
598,3, Not Graduate, Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000, Rejected
599,2, Not Graduate, Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000, Approved
600,4, Not Graduate, Yes,4300000,11400000,2,560,10000000,3900000,8900000,3300000, Approved
601,4, Not Graduate, Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000, Approved
602,4, Graduate, No,1300000,3600000,10,657,3200000,1900000,2900000,1100000, Approved
603,5, Graduate, Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000, Rejected
604,4, Graduate, Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000, Rejected
605,2, Not Graduate, No,6900000,18700000,10,699,12800000,5700000,21200000,5200000, Approved
606,2, Not Graduate, Yes,9500000,37500000,4,456,10200000,16800000,34100000,12900000, Approved
607,3, Graduate, Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000, Approved
608,3, Not Graduate, No,4200000,14500000,20,840,4500000,5900000,8900000,4600000, Approved
609,4, Graduate, Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000, Approved
610,4, Graduate, No,3500000,11600000,10,335,6300000,5200000,10300000,2300000, Rejected
611,5, Not Graduate, No,400000,800000,18,304,900000,500000,1400000,400000, Rejected
612,2, Graduate, Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000, Approved
613,1, Graduate, Yes,1000000,3200000,4,888,2000000,1500000,2200000,1300000, Approved
614,2, Not Graduate, Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000, Approved
615,5, Not Graduate, No,2600000,9100000,4,309,6400000,1400000,5900000,3400000, Approved
616,5, Not Graduate, No,9500000,30700000,10,823,16300000,3700000,30300000,13100000, Approved
617,0, Graduate, Yes,3500000,11700000,14,649,2700000,700000,11400000,4800000, Approved
618,5, Not Graduate, Yes,9800000,35700000,10,726,9400000,18900000,31200000,12000000, Approved
619,0, Not Graduate, No,9700000,37300000,20,701,12100000,16200000,24100000,10500000, Approved
620,3, Graduate, No,6200000,21300000,12,655,6500000,11600000,19200000,5000000, Approved
621,1, Not Graduate, Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000, Rejected
622,2, Graduate, No,1800000,3800000,4,777,5100000,2700000,4600000,1400000, Approved
623,3, Graduate, No,3900000,14100000,16,496,2500000,2200000,13700000,2900000, Rejected
624,2, Graduate, Yes,2200000,7900000,6,659,3400000,1800000,8600000,2400000, Approved
625,3, Not Graduate, Yes,6300000,17700000,2,542,16800000,900000,16400000,5300000, Rejected
626,1, Graduate, No,8100000,28400000,6,744,20300000,10500000,21800000,7700000, Approved
627,4, Not Graduate, No,6800000,17000000,2,749,18000000,3800000,27100000,9400000, Approved
628,0, Graduate, No,4700000,14800000,20,755,12300000,5000000,15400000,3700000, Approved
629,3, Graduate, Yes,3500000,13000000,6,391,6100000,3500000,13300000,4300000, Rejected
630,1, Not Graduate, Yes,3500000,11600000,10,898,3100000,2700000,9000000,4500000, Approved
631,5, Not Graduate, No,500000,1500000,12,527,100000,600000,1100000,200000, Rejected
632,5, Not Graduate, No,9900000,35800000,20,470,9500000,18400000,39100000,14700000, Rejected
633,1, Graduate, No,8400000,25000000,12,694,5300000,14900000,23000000,7700000, Approved
634,5, Graduate, Yes,3000000,11900000,14,459,6000000,4800000,11700000,4200000, Rejected
635,3, Not Graduate, Yes,9400000,21400000,10,323,5100000,15500000,29600000,11300000, Rejected
636,0, Not Graduate, Yes,5500000,16300000,10,724,11900000,1500000,11900000,6200000, Approved
637,2, Graduate, No,9800000,25400000,2,655,19900000,4600000,21300000,7900000, Approved
638,4, Not Graduate, Yes,3100000,8600000,14,427,3100000,3800000,9900000,3700000, Rejected
639,5, Not Graduate, Yes,8900000,24800000,18,842,16200000,5000000,20000000,8100000, Approved
640,3, Not Graduate, No,5900000,23200000,2,307,15500000,10000000,21100000,6300000, Approved
641,3, Graduate, No,1600000,3500000,10,844,4500000,2200000,5200000,1600000, Approved
642,2, Not Graduate, Yes,3900000,13900000,18,715,5000000,5600000,9900000,2100000, Approved
643,0, Graduate, Yes,5200000,15700000,6,692,3800000,7000000,12800000,5500000, Approved
644,1, Not Graduate, Yes,9900000,38500000,2,875,19600000,2900000,20200000,6500000, Approved
645,2, Not Graduate, No,9600000,25900000,18,647,11800000,9900000,35600000,11500000, Approved
646,1, Graduate, No,9700000,23700000,6,875,11500000,14400000,38100000,10400000, Approved
647,0, Graduate, Yes,6100000,19900000,20,761,4500000,3700000,12700000,7100000, Approved
648,0, Graduate, No,700000,1900000,18,572,1400000,1000000,2000000,300000, Approved
649,3, Graduate, No,6400000,24100000,12,571,19000000,11500000,13200000,7500000, Approved
650,1, Not Graduate, No,4900000,14800000,12,895,8600000,8200000,18300000,5200000, Approved
651,2, Graduate, No,2100000,6600000,20,580,3800000,4100000,6200000,2100000, Approved
652,5, Not Graduate, Yes,7300000,22500000,2,846,9800000,4700000,20300000,5700000, Approved
653,1, Not Graduate, Yes,3000000,6800000,10,541,5800000,5700000,10700000,2900000, Rejected
654,0, Graduate, No,1500000,3600000,14,747,200000,1400000,3000000,1200000, Approved
655,3, Graduate, Yes,500000,1700000,4,640,400000,700000,1300000,200000, Approved
656,4, Not Graduate, No,7600000,28100000,12,324,12500000,8500000,19900000,11100000, Rejected
657,4, Graduate, No,5500000,21200000,20,359,4200000,5300000,18600000,6400000, Rejected
658,0, Not Graduate, Yes,6600000,23300000,12,338,2400000,800000,18900000,9300000, Rejected
659,0, Graduate, No,1400000,3200000,14,384,3100000,800000,3400000,2000000, Rejected
660,3, Not Graduate, No,2400000,8100000,6,630,5100000,2900000,9100000,2300000, Approved
661,1, Graduate, No,1200000,3400000,20,717,3100000,1500000,2500000,900000, Approved
662,0, Graduate, Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000, Rejected
663,5, Graduate, No,4000000,13700000,6,496,-100000,1400000,15800000,3700000, Rejected
664,4, Not Graduate, No,4200000,15500000,18,794,7300000,700000,13400000,2200000, Approved
665,3, Not Graduate, Yes,600000,1800000,4,843,1400000,300000,1700000,400000, Approved
666,3, Graduate, No,7200000,17700000,4,662,13100000,11500000,16300000,5300000, Approved
667,4, Not Graduate, No,4300000,10100000,2,606,9900000,1800000,8900000,5500000, Approved
668,5, Graduate, No,4700000,10200000,16,874,10800000,7700000,11100000,7000000, Approved
669,0, Graduate, Yes,2400000,5900000,10,650,5100000,3700000,5300000,2300000, Approved
670,3, Not Graduate, No,6800000,17900000,6,783,20000000,9800000,23600000,5500000, Approved
671,3, Not Graduate, No,700000,2500000,14,819,1600000,1000000,2100000,900000, Approved
672,4, Not Graduate, Yes,5300000,10700000,12,700,15800000,1900000,20500000,2900000, Approved
673,1, Graduate, Yes,1400000,4200000,4,881,2800000,1200000,5100000,1300000, Approved
674,2, Graduate, Yes,1400000,4600000,4,804,1900000,2200000,5200000,700000, Approved
675,1, Graduate, Yes,7900000,29200000,2,663,19600000,12100000,28600000,10100000, Approved
676,1, Not Graduate, No,3800000,9800000,8,335,100000,5100000,14200000,1800000, Rejected
677,5, Graduate, Yes,1500000,4900000,6,618,3400000,1000000,3200000,900000, Approved
678,4, Graduate, No,5200000,14100000,16,483,11800000,800000,19200000,2700000, Rejected
679,1, Not Graduate, No,1600000,5100000,12,548,2200000,2700000,3600000,800000, Rejected
680,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000, Approved
681,4, Graduate, Yes,300000,500000,2,353,600000,100000,1200000,400000, Rejected
682,3, Not Graduate, Yes,6100000,21300000,2,387,7100000,3100000,16300000,4100000, Approved
683,0, Not Graduate, No,8700000,33600000,14,751,7100000,13700000,22800000,7000000, Approved
684,3, Not Graduate, No,7000000,21600000,12,739,1600000,7600000,24500000,8400000, Approved
685,4, Graduate, No,4700000,13100000,14,492,1000000,4500000,14100000,6400000, Rejected
686,0, Graduate, No,4800000,15100000,6,848,1300000,300000,18800000,3500000, Approved
687,3, Not Graduate, Yes,600000,2400000,12,884,600000,800000,1400000,600000, Approved
688,3, Graduate, Yes,3300000,8500000,12,586,7500000,5100000,7800000,3900000, Approved
689,4, Graduate, No,7900000,31400000,8,698,16500000,11400000,28700000,5100000, Approved
690,3, Not Graduate, Yes,2000000,4200000,16,571,1700000,3900000,5800000,1300000, Approved
691,4, Graduate, Yes,1900000,6800000,6,559,3600000,2200000,6200000,1200000, Approved
692,4, Graduate, Yes,6900000,21400000,10,577,12500000,2200000,14900000,6300000, Approved
693,2, Not Graduate, Yes,1500000,5000000,4,613,4400000,1300000,5200000,2100000, Approved
694,0, Graduate, Yes,2300000,6000000,8,690,5500000,2900000,6000000,2000000, Approved
695,4, Not Graduate, No,400000,1000000,10,447,0,300000,900000,300000, Rejected
696,0, Graduate, Yes,9400000,19200000,20,708,21200000,16300000,23400000,13200000, Approved
697,2, Graduate, No,9100000,21700000,12,549,25500000,11000000,34700000,12200000, Rejected
698,1, Graduate, Yes,9000000,18800000,8,797,4100000,9400000,22900000,7500000, Approved
699,3, Graduate, No,800000,2500000,12,828,1700000,0,1500000,700000, Approved
700,2, Graduate, No,1500000,3300000,18,440,800000,2300000,3000000,1800000, Rejected
701,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000, Approved
702,5, Not Graduate, No,6600000,25800000,10,670,4600000,7200000,20600000,8500000, Approved
703,0, Graduate, Yes,5300000,13700000,6,329,8800000,7600000,11200000,2800000, Rejected
704,5, Not Graduate, No,1400000,3000000,6,754,3500000,2700000,5300000,1400000, Approved
705,2, Not Graduate, Yes,2900000,7800000,18,588,400000,100000,11600000,4200000, Approved
706,3, Not Graduate, No,6500000,16500000,4,551,5300000,800000,18500000,7600000, Approved
707,2, Not Graduate, Yes,8900000,32200000,12,382,0,11300000,20500000,5400000, Rejected
708,3, Graduate, No,5300000,15000000,6,717,7000000,4100000,17100000,5300000, Approved
709,0, Graduate, No,2800000,7300000,6,676,3500000,2200000,5700000,3200000, Approved
710,3, Not Graduate, No,3900000,10500000,20,821,1600000,6300000,11000000,3900000, Approved
711,0, Graduate, No,6200000,20100000,20,345,9300000,5900000,17400000,4100000, Rejected
712,5, Graduate, Yes,3400000,12300000,10,615,7000000,1600000,11400000,3500000, Approved
713,1, Graduate, Yes,1800000,4400000,8,689,3200000,2500000,3800000,1600000, Approved
714,1, Graduate, No,300000,1200000,18,747,100000,0,700000,200000, Rejected
715,1, Graduate, No,6400000,16900000,2,703,6300000,7300000,15900000,7400000, Approved
716,5, Not Graduate, No,5800000,22200000,16,884,1200000,4800000,19500000,8500000, Approved
717,3, Not Graduate, Yes,300000,1000000,12,469,600000,400000,700000,300000, Rejected
718,4, Graduate, No,4700000,10400000,6,373,6800000,8600000,14300000,5400000, Rejected
719,4, Graduate, Yes,1500000,5800000,2,304,2400000,1600000,3300000,1400000, Approved
720,4, Not Graduate, No,1600000,3200000,16,657,200000,100000,5700000,1200000, Approved
721,2, Not Graduate, Yes,400000,1400000,2,480,200000,700000,1600000,200000, Approved
722,5, Graduate, Yes,4400000,17300000,20,840,3600000,5100000,12900000,2300000, Approved
723,2, Not Graduate, Yes,3800000,8000000,12,866,6000000,600000,8400000,1900000, Approved
724,2, Graduate, Yes,6900000,13900000,8,829,14300000,8100000,22400000,4600000, Approved
725,3, Not Graduate, No,4300000,11100000,6,312,4800000,3800000,10100000,3300000, Rejected
726,3, Not Graduate, No,6600000,21400000,10,467,15200000,6000000,20300000,5200000, Rejected
727,3, Graduate, Yes,400000,1100000,6,711,100000,300000,1400000,100000, Approved
728,4, Not Graduate, No,1300000,4100000,18,886,2800000,500000,3800000,600000, Approved
729,2, Graduate, Yes,5400000,10900000,14,741,1300000,6000000,20400000,5600000, Approved
730,5, Not Graduate, Yes,5600000,11500000,4,695,9500000,7100000,11700000,7800000, Approved
731,0, Not Graduate, No,2900000,6900000,10,320,5100000,500000,7700000,1500000, Rejected
732,3, Not Graduate, Yes,1400000,4600000,8,543,1500000,1200000,2700000,2000000, Rejected
733,0, Not Graduate, Yes,3300000,13100000,12,812,4800000,4900000,7500000,4300000, Approved
734,1, Not Graduate, No,3900000,15100000,12,527,10600000,5100000,11100000,3800000, Rejected
735,0, Graduate, No,4100000,9200000,4,671,3400000,6300000,10400000,4900000, Approved
736,2, Not Graduate, No,9800000,22900000,10,788,1300000,10300000,27200000,14000000, Approved
737,0, Not Graduate, Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000, Approved
738,3, Graduate, Yes,3400000,7200000,12,733,4800000,2700000,8100000,2200000, Approved
739,0, Not Graduate, No,9600000,38200000,8,421,1600000,14100000,33600000,13800000, Rejected
740,3, Not Graduate, No,5300000,20300000,4,872,4300000,7300000,18400000,7600000, Approved
741,3, Graduate, No,9700000,37800000,12,700,13400000,6100000,25800000,11900000, Approved
742,5, Graduate, No,8800000,21600000,18,613,15400000,12100000,30000000,8400000, Approved
743,5, Graduate, No,5900000,13400000,6,455,3200000,11200000,21600000,6900000, Rejected
744,4, Graduate, Yes,7900000,21500000,16,497,2200000,5200000,23100000,7700000, Rejected
745,4, Graduate, No,3400000,13500000,12,705,10000000,1100000,8300000,4900000, Approved
746,5, Not Graduate, Yes,3400000,9400000,16,535,3100000,5600000,12900000,3200000, Rejected
747,0, Graduate, Yes,400000,1200000,14,889,1100000,200000,700000,200000, Approved
748,0, Graduate, Yes,8800000,23600000,8,712,400000,11300000,19300000,11100000, Approved
749,2, Graduate, No,4700000,14000000,12,784,13400000,2700000,14800000,6900000, Approved
750,1, Not Graduate, No,2600000,7900000,12,306,2000000,2400000,7600000,3300000, Rejected
751,2, Graduate, No,6600000,25800000,18,598,3800000,3100000,16400000,5900000, Approved
752,1, Not Graduate, No,6200000,23100000,16,838,9100000,1400000,23500000,7000000, Approved
753,4, Graduate, Yes,900000,2900000,6,560,1500000,900000,3100000,900000, Approved
754,0, Not Graduate, No,3500000,11900000,12,686,4400000,4800000,10100000,2500000, Approved
755,1, Graduate, Yes,9900000,34100000,14,371,24400000,7100000,29300000,6200000, Rejected
756,5, Graduate, No,700000,1900000,4,784,500000,1000000,2100000,600000, Approved
757,1, Graduate, Yes,2100000,7300000,16,826,1600000,3500000,7700000,1400000, Approved
758,0, Graduate, No,2900000,7800000,8,367,700000,3700000,7700000,3600000, Rejected
759,0, Not Graduate, No,7000000,18300000,6,541,6300000,6400000,20800000,8300000, Rejected
760,1, Graduate, No,3700000,13600000,16,608,400000,2200000,13400000,2800000, Approved
761,3, Not Graduate, Yes,4500000,13100000,12,570,10500000,2000000,10100000,5800000, Approved
762,3, Graduate, No,200000,800000,18,752,200000,200000,300000,200000, Approved
763,5, Not Graduate, Yes,5600000,20500000,8,873,5500000,9500000,19400000,7800000, Approved
764,5, Graduate, No,5400000,18600000,2,538,7700000,2700000,18800000,4000000, Approved
765,1, Graduate, Yes,7500000,29800000,18,770,1400000,5200000,28000000,8700000, Approved
766,4, Graduate, Yes,3100000,8100000,12,730,6300000,4500000,9000000,4500000, Approved
767,1, Graduate, Yes,7600000,19300000,20,835,5800000,2300000,22000000,8200000, Approved
768,3, Not Graduate, Yes,500000,1700000,2,811,500000,500000,1400000,200000, Approved
769,2, Not Graduate, No,2700000,5900000,14,662,3200000,1600000,7300000,3800000, Approved
770,2, Not Graduate, Yes,3500000,13300000,4,420,6400000,1700000,8000000,2300000, Approved
771,5, Not Graduate, No,3700000,11700000,4,413,8400000,5500000,12000000,2700000, Approved
772,5, Not Graduate, Yes,4800000,16400000,14,390,8400000,2400000,9500000,4000000, Rejected
773,4, Not Graduate, Yes,5200000,12200000,2,602,10300000,800000,20500000,7700000, Approved
774,3, Graduate, No,2900000,11500000,16,843,2300000,2600000,10700000,4300000, Approved
775,3, Graduate, No,5000000,16200000,8,591,1900000,3400000,14000000,5000000, Approved
776,5, Graduate, No,1800000,6800000,18,457,2200000,1100000,3800000,1400000, Rejected
777,2, Not Graduate, Yes,5300000,12300000,14,472,10000000,1600000,20400000,3300000, Rejected
778,3, Graduate, No,8300000,30500000,10,473,13300000,9400000,23300000,11800000, Rejected
779,5, Graduate, No,6400000,21500000,16,728,300000,5200000,17400000,9600000, Approved
780,0, Graduate, Yes,5600000,19300000,6,407,3400000,3600000,14200000,8400000, Rejected
781,1, Graduate, Yes,900000,1700000,18,464,1300000,0,1900000,700000, Rejected
782,5, Not Graduate, Yes,4900000,14300000,4,663,8500000,6100000,19600000,5500000, Approved
783,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000, Approved
784,0, Not Graduate, Yes,2100000,4900000,10,359,1000000,800000,6100000,1000000, Rejected
785,3, Not Graduate, Yes,8800000,26200000,20,865,19300000,9800000,27700000,12500000, Approved
786,0, Graduate, Yes,3500000,10800000,14,838,4700000,6800000,13900000,1700000, Approved
787,5, Not Graduate, No,5500000,21200000,4,582,12100000,8300000,17100000,3100000, Approved
788,5, Graduate, Yes,5800000,13000000,8,851,6700000,8700000,17700000,4100000, Approved
789,5, Graduate, No,6700000,17200000,18,613,9700000,6800000,24600000,7100000, Approved
790,3, Graduate, No,4300000,16300000,10,366,6900000,6700000,12300000,5500000, Rejected
791,5, Graduate, Yes,5400000,11200000,10,447,300000,7900000,21400000,6000000, Rejected
792,1, Not Graduate, Yes,5300000,14100000,14,510,13300000,10400000,18900000,7800000, Rejected
793,1, Graduate, No,7300000,24200000,20,324,12900000,3700000,18400000,9000000, Rejected
794,5, Graduate, No,9500000,19200000,2,523,13500000,1500000,21000000,6700000, Rejected
795,0, Not Graduate, Yes,7200000,15600000,2,362,2700000,2400000,20800000,5900000, Rejected
796,5, Not Graduate, No,6500000,23300000,12,790,600000,9700000,15500000,9500000, Approved
797,2, Not Graduate, Yes,9900000,33200000,4,465,26300000,17000000,24400000,5000000, Approved
798,4, Not Graduate, No,2900000,8700000,6,409,3700000,5500000,8200000,2200000, Rejected
799,5, Not Graduate, No,4200000,13400000,16,545,9800000,8200000,12500000,3500000, Rejected
800,0, Not Graduate, No,7600000,26500000,6,515,6200000,14900000,22000000,4000000, Rejected
801,3, Graduate, No,4500000,12500000,12,469,4100000,7600000,14200000,3400000, Rejected
802,0, Graduate, Yes,3900000,12800000,18,587,4500000,5300000,12600000,5000000, Approved
803,2, Not Graduate, No,9600000,31200000,12,578,9900000,2200000,26500000,13500000, Approved
804,2, Not Graduate, Yes,1900000,6800000,6,892,2600000,2200000,6400000,900000, Approved
805,0, Not Graduate, No,6200000,12900000,10,695,1900000,3700000,22200000,4200000, Approved
806,0, Not Graduate, No,5900000,20300000,4,806,300000,3700000,16400000,4800000, Approved
807,4, Not Graduate, Yes,3200000,12800000,8,638,4300000,2600000,8000000,3800000, Approved
808,2, Not Graduate, Yes,1300000,3200000,4,810,3800000,2100000,4300000,800000, Approved
809,3, Not Graduate, No,6300000,23800000,10,760,12700000,1300000,18400000,8800000, Approved
810,3, Graduate, No,4300000,11200000,6,556,11000000,4300000,14500000,5100000, Approved
811,5, Not Graduate, Yes,7700000,25800000,18,578,5000000,7700000,27200000,10600000, Approved
812,2, Not Graduate, No,6900000,23900000,12,814,13000000,1900000,26600000,6000000, Approved
813,2, Not Graduate, Yes,3100000,10700000,16,357,9200000,1900000,7700000,3800000, Rejected
814,2, Graduate, No,6700000,21400000,8,370,3200000,11800000,20100000,8600000, Rejected
815,1, Graduate, No,4100000,9400000,6,713,0,1000000,11100000,3100000, Approved
816,3, Graduate, Yes,2400000,9200000,14,626,300000,3600000,8500000,2000000, Approved
817,4, Graduate, No,3200000,8400000,18,802,400000,0,9100000,4700000, Approved
818,4, Not Graduate, Yes,1600000,4400000,20,382,1700000,300000,5200000,1900000, Rejected
819,2, Not Graduate, No,3900000,14900000,6,415,2200000,4300000,9500000,4600000, Rejected
820,1, Graduate, Yes,7600000,25400000,10,595,7900000,400000,24900000,11000000, Approved
821,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14600000, Rejected
822,1, Graduate, No,1600000,4000000,10,615,2200000,2700000,5500000,1400000, Approved
823,1, Graduate, Yes,6400000,13900000,12,313,18600000,6300000,18600000,4900000, Rejected
